COIL_NO,NUMBER_OF_PASSES,PASS_NO,PASS_INPUT_THICKNESS,PASS_OUTPUT_THICKNESS,PASS_START_TIME,PASS_END_TIME,TOTAL_POWER_CONSUMPTION
K4B1595000,5,2,2.22,1.78,59:08.0,01:59.0,0
K4B1595000,5,3,1.78,1.41,02:06.0,05:22.0,0
K4B1595000,5,4,1.42,1.12,05:49.0,09:16.0,0
K510408000,4,2,1.7,1.26,18:46.0,23:38.0,0
K510408000,4,3,1.25,0.95,23:45.0,27:36.0,0
K510523000,5,1,2.02,1.5,42:23.0,51:55.0,0
K510523000,5,2,1.5,1.14,52:16.0,55:59.0,0
K4C0404000,6,2,4.22,3.64,50:04.0,54:01.0,0
K4C0404000,6,3,3.61,3.08,54:03.0,56:24.0,0
K510500000,7,3,1.41,1.13,16:54.0,20:45.0,0
K510500000,7,4,1.13,0.92,20:58.0,25:10.0,0
K510478000,6,3,1.33,1.04,38:29.0,42:13.0,0
K510478000,6,4,1.05,0.82,42:20.0,46:48.0,0
K511073000,5,1,2.2,1.65,49:31.0,56:16.0,0
K511073000,5,2,1.65,1.26,56:51.0,00:10.0,0
K4C1619000,4,4,0.64,0.45,11:59.0,23:16.0,0
K510875000,6,1,1.97,1.44,31:06.0,41:39.0,0
K510875000,6,2,1.49,1.08,42:59.0,49:31.0,0
K510578000,5,5,0.57,0.41,42:27.0,51:45.0,0
K4C1580000,4,2,1.37,0.94,28:30.0,33:55.0,0
K510572000,5,2,1.47,1.09,48:13.0,51:52.0,0
K510572000,5,3,1.09,0.79,52:02.0,56:51.0,0
K510566000,5,1,2.02,1.47,14:18.0,22:29.0,0
K510566000,5,2,1.48,1.11,22:55.0,26:27.0,0
K510432000,5,2,1.46,1.09,18:20.0,22:01.0,0
K510432000,5,3,1.09,0.79,22:07.0,26:51.0,0
K510422000,4,2,1.37,0.94,19:59.0,25:19.0,0
K510933000,6,3,1.1,0.81,46:16.0,51:56.0,0
K510933000,6,4,0.81,0.59,52:14.0,58:15.0,0
K510933000,6,5,0.59,0.43,58:45.0,05:40.0,0
K510476000,6,4,0.81,0.59,56:26.0,01:38.0,0
K510476000,6,5,0.59,0.43,01:59.0,08:36.0,0
K511166000,6,1,2,1.49,24:18.0,36:17.0,0
K511166000,6,5,0.59,0.43,54:57.0,04:46.0,0
K511165000,6,7,0.41,0.31,10:05.0,18:44.0,0
K510400000,7,1,2.02,1.53,39:51.0,48:36.0,0
K511512000,6,3,1.11,0.82,09:43.0,14:14.0,0
K511512000,6,4,0.82,0.6,14:21.0,19:19.0,0
K510641000,5,5,0.57,0.41,13:41.0,21:17.0,0
K511566000,4,4,0.84,0.59,46:31.0,51:45.0,0
K511444000,6,2,4.26,3.61,59:32.0,01:48.0,0
K511444000,6,3,3.64,3.11,01:58.0,04:32.0,0
K511444000,6,4,3.09,2.65,04:37.0,07:05.0,0
K511444000,6,5,2.66,2.31,07:12.0,09:43.0,0
K511040000,7,3,1.31,1.06,16:54.0,20:27.0,0
K511040000,7,4,1.07,0.88,20:37.0,24:53.0,0
K511040000,7,5,0.88,0.72,25:03.0,29:49.0,0
K511043000,6,3,1.21,0.95,16:33.0,20:18.0,0
K511043000,6,4,0.95,0.76,20:23.0,25:00.0,0
K511048000,6,6,0.73,0.61,49:38.0,55:00.0,0
K511690000,6,6,0.64,0.5,25:04.0,31:28.0,0
K511577000,6,5,0.71,0.53,43:36.0,50:16.0,0
K511577000,6,6,0.52,0.39,50:36.0,59:25.0,0
K511072000,5,5,3.45,3.24,46:53.0,51:03.0,0
K520047000,4,1,2.06,1.42,59:19.0,08:49.0,0
K520094000,5,1,2.05,1.5,03:19.0,13:53.0,0
K520094000,5,2,1.46,1.12,14:14.0,18:12.0,0
K510769000,7,4,1.15,0.94,07:34.0,11:53.0,0
K510769000,7,5,0.94,0.76,12:09.0,17:05.0,0
K510680000,7,5,0.96,0.78,16:22.0,21:10.0,0
K511473000,8,2,2.28,1.9,39:17.0,42:48.0,0
K511473000,8,3,1.87,1.58,42:53.0,46:00.0,0
K520041000,7,1,2.96,2.27,47:26.0,30:36.0,0
K520041000,7,2,2.27,1.88,33:17.0,36:21.0,0
K520041000,7,8,0.82,0.74,56:12.0,35:04.0,0
K511399000,6,6,2.19,1.94,08:44.0,11:39.0,0
K510669000,6,1,3.07,2.44,22:32.0,31:50.0,0
K510669000,6,2,2.44,2.03,32:36.0,35:44.0,0
K510669000,6,3,2,1.71,35:55.0,38:47.0,0
K510669000,6,4,1.68,1.43,38:54.0,41:52.0,0
K510669000,6,5,1.43,1.22,41:59.0,45:36.0,0
K510669000,6,6,1.22,1.06,45:42.0,49:16.0,0
K510693000,6,7,1.05,0.94,27:42.0,31:51.0,0
K510693000,6,8,0.92,0.82,31:58.0,36:07.0,0
K511534000,7,1,2.84,2.31,14:56.0,21:48.0,0
K511534000,7,2,2.29,1.94,22:21.0,24:51.0,0
K511534000,7,3,1.92,1.61,24:57.0,27:36.0,0
K511534000,7,7,0.97,0.82,38:11.0,42:33.0,0
K511538000,6,1,2.82,2.3,47:56.0,54:15.0,0
K511538000,6,2,2.29,1.9,55:53.0,58:41.0,0
K511538000,6,3,1.91,1.61,58:49.0,01:25.0,0
K511538000,6,4,1.61,1.35,01:30.0,04:30.0,0
K511538000,6,5,1.36,1.14,04:37.0,07:59.0,0
K4C0411000,8,1,3.49,2.97,54:02.0,06:16.0,0
K4C0411000,8,6,1.78,1.55,17:27.0,20:06.0,0
K4C0411000,8,7,1.56,1.37,20:13.0,23:07.0,0
K4C0411000,8,8,1.37,1.22,23:20.0,26:20.0,0
K452017000,7,2,2.92,2.55,46:46.0,49:26.0,0
K452017000,7,3,2.53,2.17,49:33.0,52:09.0,0
K452017000,7,4,2.17,1.88,52:16.0,55:13.0,0
K452017000,7,5,1.9,1.63,55:19.0,58:31.0,0
K511341000,6,2,1.99,1.6,27:39.0,31:42.0,0
K511341000,6,3,1.6,1.32,31:57.0,35:23.0,0
K511341000,6,4,1.32,1.1,35:28.0,39:07.0,0
K4B1717000,6,4,1.71,1.42,19:23.0,22:46.0,0
K4B1717000,6,5,1.42,1.19,22:59.0,26:40.0,0
K4B1717000,6,6,1.19,1.02,27:00.0,31:05.0,0
K511417000,7,1,2.2,1.77,27:15.0,37:36.0,0
K511417000,7,2,1.76,1.45,38:26.0,42:02.0,0
K511417000,7,3,1.44,1.18,42:12.0,45:51.0,0
K511417000,7,4,1.18,0.98,46:03.0,50:26.0,0
K511417000,7,5,0.99,0.84,50:45.0,57:22.0,0
K511418000,6,3,1.36,1.12,38:18.0,42:14.0,0
K511418000,6,4,1.11,0.91,42:22.0,46:53.0,0
K520429000,6,5,0.92,0.75,28:20.0,33:11.0,0
K520429000,6,6,0.75,0.62,33:34.0,39:00.0,0
K511338000,6,5,0.89,0.73,46:49.0,51:39.0,0
K511338000,6,6,0.73,0.61,51:50.0,57:34.0,0
K511339000,6,5,0.88,0.73,39:16.0,46:04.0,0
K481991000,7,1,3.02,2.5,03:38.0,17:34.0,0
K4C1559000,7,7,0.74,0.61,17:25.0,23:22.0,0
K511129000,7,1,2.51,2.01,29:18.0,42:44.0,0
K511129000,7,2,2.01,1.64,43:17.0,46:38.0,0
K511129000,8,8,0.68,0.6,12:06.0,19:22.0,0
K4C0352000,7,1,2.5,1.96,25:05.0,38:51.0,0
K4C0352000,7,6,0.88,0.73,55:00.0,59:25.0,0
K4C0352000,7,7,0.72,0.61,59:41.0,04:46.0,0
K520039000,4,3,1.7,1.41,55:24.0,59:41.0,0
K520039000,4,4,1.4,1.15,00:02.0,04:03.0,0
K520435000,4,1,2.52,2.06,08:50.0,16:34.0,0
K520438000,5,1,2,1.51,09:20.0,19:20.0,0
K520573000,6,5,1.22,1.01,18:05.0,24:06.0,0
K520573000,6,6,1.01,0.85,24:27.0,32:00.0,0
K520577000,6,5,1.22,1.01,05:40.0,09:51.0,0
K520577000,6,6,1.01,0.85,10:14.0,16:49.0,0
K520543100,6,6,1.06,0.88,38:30.0,43:33.0,0
K520615100,6,5,1.3,1.06,08:52.0,13:09.0,0
K520615100,6,6,1.06,0.87,13:23.0,18:20.0,0
K520616100,5,1,2.83,2.22,08:23.0,17:40.0,0
K520589100,5,1,2.83,2.22,20:44.0,28:49.0,0
K520589100,5,2,2.22,1.78,29:19.0,32:45.0,0
K520589100,5,3,1.79,1.42,32:58.0,36:15.0,0
K520541100,5,1,2.83,2.23,20:36.0,28:53.0,0
K520541100,5,2,2.23,1.78,29:17.0,32:33.0,0
K520541100,5,3,1.81,1.44,32:44.0,36:50.0,0
K520541100,5,4,1.41,1.13,37:06.0,41:21.0,0
K520541100,5,5,1.12,0.88,41:37.0,46:03.0,0
K520593100,5,1,2.8,2.22,49:50.0,57:43.0,0
K520622100,5,1,2.8,2.23,18:24.0,27:39.0,0
K511991100,5,2,2.23,1.82,57:58.0,01:24.0,0
K511991100,5,3,1.79,1.43,01:43.0,05:05.0,0
K511991100,5,4,1.43,1.13,05:17.0,08:42.0,0
K520595100,5,1,2.84,2.23,17:11.0,26:07.0,0
K520595100,5,2,2.23,1.78,26:32.0,30:37.0,0
K520595100,5,3,1.8,1.41,30:53.0,35:06.0,0
K520595100,5,4,1.42,1.12,35:17.0,40:28.0,0
K520595100,5,5,1.11,0.88,40:38.0,46:37.0,0
K520542100,5,1,2.8,2.22,16:49.0,23:01.0,0
K520542100,5,2,2.22,1.77,23:58.0,27:04.0,0
K520542100,5,3,1.78,1.41,27:20.0,30:37.0,0
K520542100,5,4,1.42,1.12,31:27.0,35:20.0,0
K520688100,5,1,2.8,2.22,14:04.0,20:03.0,0
K4C1435000,5,1,1.98,1.43,52:12.0,04:25.0,0
K4C1628000,5,5,0.57,0.42,43:54.0,51:20.0,0
K4C1796000,4,3,1.07,0.78,46:57.0,51:48.0,0
K4C1796000,4,4,0.77,0.57,52:13.0,59:02.0,0
K4C1796000,4,5,0.57,0.41,59:23.0,07:24.0,0
K4C1699000,4,4,0.66,0.44,43:47.0,51:32.0,0
K4C1747000,5,1,2,1.51,35:41.0,43:23.0,0
K4C1342000,5,4,0.89,0.65,18:48.0,25:34.0,0
K4C1826000,4,4,0.73,0.52,18:18.0,25:11.0,0
K4C1709000,5,2,1.44,1.1,47:21.0,51:14.0,0
K4C1709000,5,3,1.07,0.8,51:27.0,56:23.0,0
K4C1609000,6,4,0.81,0.6,59:31.0,04:46.0,0
K4C1496000,6,6,0.54,0.41,18:13.0,26:39.0,0
K4C1351000,5,5,0.58,0.42,41:49.0,51:14.0,0
K4C1901000,4,3,1.02,0.72,17:51.0,23:05.0,0
K4C1901000,4,4,0.71,0.5,23:22.0,29:29.0,0
K4C1780000,4,1,1.99,1.36,32:28.0,44:25.0,0
K4C1500000,5,2,1.43,1.06,18:03.0,47:05.0,0
K510471000,6,6,0.52,0.38,43:13.0,51:14.0,0
K4C1558000,5,3,1.14,0.86,49:21.0,53:56.0,0
K4C1558000,5,4,0.85,0.65,54:08.0,59:10.0,0
K4C0389000,6,4,1.11,0.9,25:40.0,29:50.0,0
K510556000,5,2,1.51,1.15,36:36.0,40:30.0,0
K510556000,5,3,1.15,0.87,40:56.0,45:27.0,0
K510929000,6,6,0.43,0.31,15:05.0,24:16.0,0
K510791000,6,3,1.19,0.91,16:15.0,20:36.0,0
K510791000,6,4,0.91,0.71,20:46.0,26:05.0,0
K510760000,5,4,0.79,0.58,53:24.0,01:16.0,0
K510538000,5,5,0.54,0.38,20:14.0,27:26.0,0
K510835000,6,1,2.02,1.46,15:37.0,29:47.0,0
K510578000,5,3,1.08,0.79,29:48.0,35:00.0,0
K510636000,4,1,2.03,1.47,55:52.0,07:55.0,0
K510434000,4,4,0.63,0.41,17:38.0,27:58.0,0
K510829000,5,3,1.12,0.83,18:05.0,22:39.0,0
K510829000,5,4,0.82,0.61,22:47.0,27:36.0,0
K4C1191000,5,1,2.01,1.47,21:14.0,29:21.0,0
K510824000,4,3,0.93,0.63,15:18.0,21:49.0,0
K4C1877000,6,3,1.17,0.89,50:13.0,54:50.0,0
K510584000,5,1,1.99,1.46,19:21.0,27:26.0,0
K510584000,5,2,1.46,1.08,27:52.0,31:28.0,0
K510584000,5,3,1.08,0.78,31:43.0,36:22.0,0
K510427000,5,3,0.93,0.63,47:57.0,53:44.0,0
K511167000,6,1,2.03,1.47,54:08.0,08:36.0,0
K510880000,6,6,0.41,0.29,23:54.0,36:48.0,0
K510504000,6,1,2.02,1.51,11:54.0,22:06.0,0
K510504000,6,2,1.5,1.15,22:51.0,27:16.0,0
K510666000,7,2,1.77,1.46,50:02.0,53:15.0,0
K510666000,7,3,1.46,1.2,53:21.0,56:49.0,0
K510522000,5,1,2,1.45,51:00.0,58:42.0,0
K510522000,5,5,0.54,0.38,15:35.0,22:48.0,0
K510616000,4,2,1.36,0.94,14:58.0,20:17.0,0
K510616000,4,3,0.93,0.63,20:30.0,26:09.0,0
K510621000,5,1,1.96,1.5,51:00.0,02:23.0,0
K510621000,5,2,1.46,1.09,03:02.0,07:02.0,0
K510621000,5,5,0.57,0.41,18:22.0,25:15.0,0
K510641000,5,1,2.04,1.46,46:23.0,57:39.0,0
K510585000,5,2,1.46,1.08,38:40.0,42:31.0,0
K510585000,5,3,1.08,0.79,42:40.0,47:28.0,0
K510684000,5,2,1.46,1.08,17:41.0,21:33.0,0
K510684000,5,3,1.08,0.79,21:44.0,26:31.0,0
K510854000,5,5,0.57,0.41,15:06.0,21:44.0,0
K510785000,4,2,1.46,1.08,50:16.0,54:19.0,0
K510785000,4,3,1.08,0.79,54:29.0,59:20.0,0
K510615000,4,3,0.93,0.64,19:21.0,26:06.0,0
K510637000,6,3,1.2,0.92,29:00.0,34:18.0,0
K510637000,6,4,0.92,0.7,34:29.0,39:33.0,0
K510786000,5,4,0.81,0.6,18:06.0,23:03.0,0
K510786000,5,5,0.6,0.45,23:09.0,29:45.0,0
K510677000,5,3,1.08,0.8,36:12.0,40:54.0,0
K510677000,5,4,0.79,0.58,41:23.0,47:10.0,0
K4C1865000,5,5,0.71,0.54,46:52.0,52:32.0,0
K511578000,2,1,2.21,1.6,43:49.0,52:44.0,0
K511578000,2,2,1.59,1.15,53:09.0,57:17.0,0
K511576000,2,1,2.21,1.59,54:18.0,02:55.0,0
K511576000,2,2,1.59,1.16,03:34.0,08:26.0,0
K510659000,4,4,0.76,0.54,29:51.0,35:57.0,0
K4C1311000,5,1,2.01,1.48,21:33.0,31:49.0,0
K4C1311000,5,2,1.48,1.11,32:30.0,36:18.0,0
K511521000,6,1,1.95,1.47,22:53.0,37:12.0,0
K510651000,5,4,0.82,0.61,17:03.0,22:48.0,0
K511684000,5,1,2.18,1.61,30:59.0,39:12.0,0
K511684000,5,4,0.86,0.62,49:40.0,54:42.0,0
K4C1447000,4,1,1.98,1.38,47:34.0,56:40.0,0
K510563000,4,4,0.63,0.41,13:58.0,21:49.0,0
K510848000,4,1,2.03,1.38,02:08.0,12:18.0,0
K510848000,4,2,1.37,0.94,12:59.0,18:10.0,0
K510848000,4,3,0.94,0.63,18:48.0,24:17.0,0
K510777000,4,1,2.02,1.37,50:17.0,59:29.0,0
K4C0393000,7,7,0.71,0.61,06:27.0,12:26.0,0
K511444000,6,1,5.2,4.23,54:08.0,58:54.0,0
K511040000,7,6,0.73,0.61,30:10.0,36:07.0,0
K511046000,6,5,0.89,0.73,14:46.0,19:53.0,0
K511046000,6,6,0.73,0.61,20:17.0,26:22.0,0
K520601100,6,3,1.92,1.58,24:56.0,28:54.0,0
K520616100,5,4,1.42,1.14,29:12.0,33:36.0,0
K520616100,5,5,1.12,0.88,33:52.0,40:34.0,0
K520597100,5,1,2.85,2.22,45:21.0,51:04.0,0
K520597100,5,2,2.23,1.78,51:43.0,54:36.0,0
K520597100,5,3,1.79,1.41,54:47.0,57:58.0,0
K520688100,5,4,1.42,1.11,26:28.0,29:38.0,0
K520688100,5,5,1.11,0.88,29:46.0,33:42.0,0
K520623100,5,1,2.82,2.22,39:33.0,45:36.0,0
K520623100,5,2,2.23,1.78,46:10.0,48:47.0,0
K520623100,5,5,1.11,0.88,56:49.0,01:17.0,0
K520586100,5,1,2.79,2.24,34:27.0,39:31.0,0
K520586100,5,2,2.23,1.78,40:11.0,42:54.0,0
K520586100,5,3,1.78,1.41,43:02.0,46:06.0,0
K520585100,5,3,1.8,1.41,08:43.0,12:16.0,0
K520585100,5,4,1.41,1.13,12:35.0,16:41.0,0
K520610100,4,1,2.81,2.17,06:00.0,11:32.0,0
K520610100,4,2,2.18,1.71,12:02.0,15:13.0,0
K520610100,4,3,1.71,1.33,15:21.0,18:37.0,0
K520604100,4,1,2.84,2.17,35:31.0,41:23.0,0
K520604100,4,2,2.19,1.71,41:51.0,44:51.0,0
K520604100,4,3,1.71,1.33,44:58.0,48:02.0,0
K520626100,4,3,1.71,1.33,58:30.0,02:06.0,0
K520626100,4,4,1.33,1.03,02:20.0,06:19.0,0
K520608100,4,2,2.18,1.71,19:21.0,22:25.0,0
K520608100,4,3,1.71,1.34,22:32.0,25:50.0,0
K520607100,4,2,2.17,1.71,46:23.0,49:47.0,0
K520607100,4,3,1.71,1.34,49:49.0,53:18.0,0
K520607100,4,4,1.34,1.03,53:26.0,57:21.0,0
K520641100,4,2,2.18,1.71,08:57.0,12:11.0,0
K520641100,4,3,1.71,1.33,12:18.0,16:09.0,0
K520641100,4,4,1.34,1.03,16:19.0,20:12.0,0
K520611100,4,1,2.81,2.18,47:43.0,52:59.0,0
K520611100,4,2,2.14,1.73,53:27.0,56:47.0,0
K520567000,6,1,2.66,2.07,31:17.0,39:34.0,0
K520567000,6,2,2.09,1.74,40:07.0,44:15.0,0
K520567000,6,3,1.72,1.47,44:31.0,48:13.0,0
K520567000,6,6,1.01,0.85,56:43.0,01:21.0,0
K520667000,5,1,2.57,2.03,13:08.0,22:09.0,0
K520667000,5,2,2.03,1.66,22:38.0,26:40.0,0
K520574000,5,1,2.53,2.03,46:17.0,53:24.0,0
K520574000,5,2,2.02,1.63,53:47.0,56:50.0,0
K520568000,4,3,1.47,1.12,49:27.0,54:10.0,0
K520568000,4,4,1.12,0.85,54:27.0,58:37.0,0
K520694000,4,1,2.01,1.46,32:21.0,40:47.0,0
K520694000,4,2,1.45,1.05,41:26.0,46:28.0,0
K520703000,4,1,2.02,1.45,01:01.0,08:01.0,0
K520705000,4,1,2.02,1.45,01:15.0,09:50.0,0
K520705000,4,2,1.45,1.06,10:22.0,14:04.0,0
K520705000,4,3,1.05,0.76,14:17.0,18:59.0,0
K520705000,4,4,0.76,0.55,19:29.0,24:51.0,0
K520698000,4,2,1.45,1.06,38:41.0,43:14.0,0
K520698000,4,3,1.05,0.77,43:37.0,48:12.0,0
K520698000,4,4,0.77,0.55,48:31.0,54:33.0,0
K520538000,5,1,2.03,1.47,40:05.0,49:44.0,0
K520538000,5,2,1.47,1.1,51:02.0,55:12.0,0
K520554000,4,3,1.09,0.8,27:13.0,32:44.0,0
K520554000,4,4,0.79,0.57,32:57.0,38:22.0,0
K520551000,5,3,1.11,0.84,07:49.0,12:20.0,0
K520551000,5,4,0.83,0.61,12:36.0,17:36.0,0
K520561000,4,4,0.8,0.58,49:02.0,54:26.0,0
K520558000,4,1,1.94,1.54,07:17.0,21:49.0,0
K520558000,4,2,1.45,1.1,22:42.0,26:21.0,0
K520558000,4,5,0.57,0.41,38:03.0,46:51.0,0
K511510000,5,1,1.97,1.48,52:34.0,07:09.0,0
K511510000,5,4,0.79,0.59,17:08.0,22:24.0,0
K511510000,5,5,0.58,0.42,22:37.0,29:37.0,0
K520563000,4,5,0.6,0.44,59:03.0,06:53.0,0
K520699000,5,5,0.57,0.41,34:35.0,42:06.0,0
K520565000,5,1,2.02,1.47,45:45.0,57:56.0,0
K520565000,5,4,0.79,0.57,08:22.0,14:14.0,0
K520734000,5,2,1.46,1.08,36:55.0,41:53.0,0
K520734000,5,3,1.09,0.79,42:02.0,47:02.0,0
K520734000,5,4,0.79,0.57,47:12.0,53:53.0,0
K520735000,5,4,0.79,0.58,27:19.0,33:41.0,0
K520728000,5,1,2.01,1.45,20:36.0,29:38.0,0
K520728000,5,2,1.44,1.06,30:35.0,35:07.0,0
K520728000,5,3,1.05,0.76,35:22.0,40:04.0,0
K520728000,5,4,0.77,0.55,40:33.0,47:05.0,0
K511332000,6,3,1.17,0.9,17:47.0,22:22.0,0
K511332000,6,4,0.91,0.69,22:47.0,28:25.0,0
K520722000,6,2,1.65,1.26,58:31.0,02:57.0,0
K520722000,6,3,1.25,0.96,03:07.0,07:00.0,0
K520722000,6,4,0.95,0.73,07:23.0,12:40.0,0
K520722000,6,5,0.72,0.55,13:06.0,19:04.0,0
K520950000,5,5,0.67,0.5,45:35.0,52:42.0,0
K520664000,5,5,0.58,0.42,28:44.0,37:42.0,0
K520552000,5,2,1.46,1.09,54:56.0,59:33.0,0
K520552000,5,3,1.09,0.8,59:51.0,05:42.0,0
K520702000,5,2,1.46,1.08,37:03.0,42:48.0,0
K520702000,5,3,1.08,0.79,42:57.0,47:47.0,0
K520702000,5,5,0.57,0.42,54:43.0,04:53.0,0
K4B1269000,6,1,2.85,2.31,00:12.0,07:01.0,0
K4C1279000,6,1,2.19,1.66,58:48.0,08:15.0,0
K4C1701000,5,1,1.97,1.47,45:58.0,57:15.0,0
K4C1267000,5,5,0.68,0.5,08:48.0,14:31.0,0
K4C1355000,6,6,0.41,0.29,14:42.0,27:45.0,0
K4C1873000,6,2,1.52,1.2,46:38.0,51:14.0,0
K4C1873000,6,3,1.19,0.92,51:35.0,55:55.0,0
K4C1931000,5,5,0.68,0.5,54:20.0,00:38.0,0
K4C0679000,8,5,1.09,0.91,40:04.0,44:19.0,0
K4C0679000,8,6,0.91,0.76,44:42.0,49:56.0,0
K491252000,6,5,0.56,0.42,06:16.0,15:20.0,0
K4C1535000,5,1,2.2,1.61,37:57.0,47:27.0,0
K4C1898000,5,3,1.23,0.93,57:52.0,02:04.0,0
K4C1898000,5,4,0.9,0.66,02:25.0,08:06.0,0
K4C1602000,6,5,0.59,0.43,59:48.0,07:09.0,0
K4C1464000,4,3,1.29,0.99,47:23.0,51:29.0,0
K4C1464000,4,4,0.99,0.75,51:42.0,56:49.0,0
K4B2074000,4,1,2.78,2.24,49:59.0,57:28.0,0
K510412000,5,3,1.24,0.92,07:37.0,11:49.0,0
K510412000,5,4,0.93,0.69,12:03.0,17:44.0,0
K4C0354000,7,5,1.08,0.89,46:31.0,50:35.0,0
K4C0354000,7,6,0.88,0.73,50:43.0,55:38.0,0
K4B0708000,6,3,1.21,0.98,17:08.0,21:17.0,0
K4B0708000,6,4,0.97,0.77,21:24.0,25:44.0,0
K4C0363000,6,5,3.08,2.78,30:18.0,35:10.0,0
K510514000,5,1,1.99,1.45,33:56.0,42:09.0,0
K510514000,5,2,1.46,1.09,42:48.0,46:50.0,0
K510517000,5,4,0.79,0.58,06:16.0,11:55.0,0
K510517000,5,5,0.58,0.41,12:17.0,19:45.0,0
K510581000,4,1,1.98,1.37,12:21.0,21:33.0,0
K510581000,4,2,1.36,0.96,22:04.0,26:28.0,0
K510443000,5,2,1.38,0.95,45:54.0,53:35.0,0
K4C1778000,4,4,0.74,0.51,34:42.0,40:19.0,0
K4B2039000,5,1,2.74,2.33,19:23.0,26:02.0,0
K4B2039000,5,2,2.32,2,26:32.0,29:00.0,0
K4B1578000,5,3,1.77,1.4,07:39.0,10:39.0,0
K4B1578000,5,4,1.41,1.12,10:46.0,14:18.0,0
K4B1578000,5,5,1.11,0.88,14:26.0,18:38.0,0
K4B1189000,5,5,1.1,0.86,00:00.0,03:33.0,0
K4B1592000,5,1,2.86,2.24,32:04.0,39:14.0,0
K510414000,5,5,0.62,0.45,44:19.0,52:11.0,0
K510523000,5,5,0.65,0.5,17:08.0,23:14.0,0
K510841000,5,1,2.21,1.6,38:28.0,47:47.0,0
K510277000,5,5,0.66,0.5,16:11.0,22:43.0,0
K510882000,5,4,0.93,0.68,17:53.0,23:39.0,0
K510882000,5,5,0.69,0.5,24:00.0,30:14.0,0
K510653000,4,1,2.17,1.68,36:27.0,45:03.0,0
K510653000,4,2,1.67,1.29,45:45.0,49:03.0,0
K510570000,5,1,1.95,1.46,17:24.0,26:33.0,0
K510445000,4,1,2.01,1.37,30:10.0,43:43.0,0
K510445000,4,2,1.36,0.95,44:13.0,49:38.0,0
K510852000,4,1,2.02,1.48,32:33.0,40:58.0,0
K510852000,4,2,1.48,1.11,41:23.0,44:55.0,0
K510852000,4,3,1.11,0.82,45:07.0,49:42.0,0
K510566000,5,5,0.6,0.44,36:09.0,42:45.0,0
K4C1191000,5,2,1.46,1.09,29:45.0,33:22.0,0
K4C1191000,5,3,1.08,0.79,33:40.0,38:32.0,0
K4C1191000,5,5,0.57,0.41,44:06.0,51:11.0,0
K510422000,4,3,0.93,0.63,25:32.0,31:17.0,0
K510422000,4,4,0.63,0.41,31:29.0,38:56.0,0
K510596000,6,1,2.23,1.74,28:30.0,37:17.0,0
K510639000,5,3,1.08,0.76,59:36.0,05:12.0,0
K510639000,5,4,0.76,0.54,05:29.0,11:57.0,0
K510639000,5,5,0.54,0.38,12:13.0,19:30.0,0
K4C0612000,6,6,1.16,1.05,17:49.0,22:32.0,0
K4C0224000,6,1,2.81,2.29,29:24.0,35:37.0,0
K4C0224000,6,2,2.29,1.9,36:04.0,39:14.0,0
K4C0224000,6,3,1.92,1.58,39:23.0,42:07.0,0
K4C0224000,6,4,1.58,1.3,42:16.0,45:30.0,0
K4C0224000,6,5,1.34,1.08,45:38.0,49:38.0,0
K510933000,6,2,1.48,1.1,39:46.0,46:06.0,0
K4C0146000,5,2,2.22,1.77,28:52.0,32:04.0,0
K4C0146000,5,3,1.78,1.39,32:10.0,35:16.0,0
K4C0146000,5,4,1.39,1.11,35:30.0,39:59.0,0
K4C0304000,5,1,2,1.48,25:13.0,32:56.0,0
K4C0304000,5,2,1.46,1.13,33:27.0,36:44.0,0
K510826000,4,2,1.46,1.09,15:39.0,24:29.0,0
K510826000,4,3,1.09,0.79,24:41.0,29:50.0,0
K511309000,6,1,4.8,4.02,55:36.0,01:33.0,0
K511309000,6,2,4.04,3.5,01:58.0,03:57.0,0
K511309000,6,3,3.53,3.06,04:05.0,06:14.0,0
K511309000,6,4,3.06,2.68,06:19.0,09:15.0,0
K511544000,5,5,0.55,0.39,48:03.0,55:22.0,0
K510773000,5,5,0.53,0.39,20:28.0,29:46.0,0
K520044000,6,1,2.07,1.56,38:31.0,52:35.0,0
K520044000,6,2,1.54,1.2,53:07.0,58:29.0,0
K512071000,5,5,0.67,0.51,55:02.0,01:05.0,0
K511687000,5,1,2.19,1.65,49:42.0,56:20.0,0
K510680000,7,6,0.78,0.65,21:29.0,26:11.0,0
K510730000,7,4,1.14,0.95,56:56.0,01:03.0,0
K510730000,7,5,0.94,0.75,01:17.0,06:04.0,0
K510717000,7,4,1.17,0.95,09:27.0,13:28.0,0
K510717000,7,5,0.95,0.78,13:47.0,18:43.0,0
K520688100,5,2,2.23,1.78,20:36.0,23:30.0,0
K520688100,5,3,1.78,1.41,23:37.0,26:21.0,0
K520544100,5,1,2.8,2.24,06:25.0,11:50.0,0
K520544100,5,2,2.2,1.8,12:29.0,15:20.0,0
K520544100,5,3,1.78,1.41,15:29.0,18:44.0,0
K520544100,5,4,1.41,1.11,18:50.0,22:29.0,0
K520544100,5,5,1.13,0.88,22:37.0,27:02.0,0
K520585100,5,1,2.79,2.23,00:10.0,05:11.0,0
K520585100,5,2,2.23,1.78,05:46.0,08:34.0,0
K520585100,5,5,1.12,0.88,16:49.0,21:22.0,0
K520539100,5,1,2.84,2.2,27:52.0,33:25.0,0
K520539100,5,2,2.23,1.79,33:59.0,36:57.0,0
K520539100,5,3,1.78,1.41,37:05.0,40:14.0,0
